Tweet_count,Original_Text,Translated_Text,Category,Sentiment
780,"@gin62 Pas d'exposition pendant l'été. 
 Alimentation peu fournie en vit D.
Plus d'accès aux médecins traitants.
Supplémentation sous-effective.","@gin62 Pas d'exposition pendant l'été. 
 Alimentation peu fournie en vit D.
Plus d'accès aux médecins traitants.
Supplémentation sous-effective.",mix,negative
781,"Comment allez-vous ?  

Alimentation, sommeil, activité physique, dépistage, soins, automédication, bilan, vaccins... Un guide indispensable, à récupérer chez votre marchand de journaux jusqu'au 2 avril ! 🩺 
👉 https://t.co/BgaGTrkjEB https://t.co/egsd7UMwZv","Comment allez-vous ?  

Alimentation, sommeil, activité physique, dépistage, soins, automédication, bilan, vaccins... Un guide indispensable, à récupérer chez votre marchand de journaux jusqu'au 2 avril ! 🩺 
👉 https://t.co/BgaGTrkjEB https://t.co/egsd7UMwZv",healthy,positive
782,"#PlusFortsEnCoop La coopérative laitière @SodiaalCoop et le groupe de nutrition animale Sanders s’associent pour fonder Reflait, une coentreprise dédiée à l’accompagnement technique des éleveurs laitiers de l’Ouest. 
https://t.co/ICAnk3aKzA
Cc @c_eysseric @AgriSkippy","#PlusFortsEnCoop La coopérative laitière @SodiaalCoop et le groupe de nutrition animale Sanders s’associent pour fonder Reflait, une coentreprise dédiée à l’accompagnement technique des éleveurs laitiers de l’Ouest. 
https://t.co/ICAnk3aKzA
Cc @c_eysseric @AgriSkippy",healthy,positive
783,"@12janvier2019 L’accident #ruedetrevise mérite bien au contraire de faire partie des débats de campagne municipale 2026.
Victimes complètement « oubliés «  par la majorité municipale actuelle et quid de la sécurité sur notre réseau d’alimentation de gaz ? 
@datirachida @aurelien_veron","@12janvier2019 L’accident #ruedetrevise mérite bien au contraire de faire partie des débats de campagne municipale 2026.
Victimes complètement « oubliés «  par la majorité municipale actuelle et quid de la sécurité sur notre réseau d’alimentation de gaz ? 
@datirachida @aurelien_veron",mix,negative
784,"#SirhaLyon
Rencontrez nos experts de la #restauration et de l’#alimentation durables et découvrez des entreprises locales engagées sur le stand du @grandlyon
👉https://t.co/VUckOKPFGt

La métropole, c’est tout un territoire mobilisé pour une alimentation plus saine et plus juste. https://t.co/TiphW2JX0X","#SirhaLyon
Rencontrez nos experts de la #restauration et de l’#alimentation durables et découvrez des entreprises locales engagées sur le stand du @grandlyon
👉https://t.co/VUckOKPFGt

La métropole, c’est tout un territoire mobilisé pour une alimentation plus saine et plus juste. https://t.co/TiphW2JX0X",mix,positive
785,"#LCP Arnaud Rousseau, président de la FNSEA et de la multinationale Avril, affirme être contre le Mercosur. Mais #Avril possède des intérêts dans le secteur d'alimentation animale via sa filiale MixScience au Brésil et importe du colza OGM canadien.","#LCP Arnaud Rousseau, président de la FNSEA et de la multinationale Avril, affirme être contre le Mercosur. Mais #Avril possède des intérêts dans le secteur d'alimentation animale via sa filiale MixScience au Brésil et importe du colza OGM canadien.",mix,negative
786,"Bon j'ai appris pas mal de choses dans cette vidéo.

Repos total = idée reçue/mauvaise idée

Il faut réeduquer le tendon et bosser en isométrie

Coudière anti épicondolyte + anti-inflammatoire

Étirements/hydratation/nutriments

https://t.co/agmxHFdrGZ","Bon j'ai appris pas mal de choses dans cette vidéo.

Repos total = idée reçue/mauvaise idée

Il faut réeduquer le tendon et bosser en isométrie

Coudière anti épicondolyte + anti-inflammatoire

Étirements/hydratation/nutriments

https://t.co/agmxHFdrGZ",mix,positive
787,Innovations dans certains établissements scolaires à régime d'internat de la ville de #Gitega pour améliorer les conditions de vie des élèves internes en leur offrant une alimentation équilibrée. https://t.co/8rjU4ubQHf,Innovations dans certains établissements scolaires à régime d'internat de la ville de #Gitega pour améliorer les conditions de vie des élèves internes en leur offrant une alimentation équilibrée. https://t.co/8rjU4ubQHf,mix,positive
788,l'alimentation de rottweiler qu'il doit avoir #wow,l'alimentation de rottweiler qu'il doit avoir #wow,mix,positive
789,"La sous-cut d’hydrat chez papi…
Le truc le plus inutile et iatrogène qui existe !

Soit on met en place de VRAIES techniques de nutrition et d’hydratation soit on fait rien et on accepte la fin de vie !","La sous-cut d’hydrat chez papi…
Le truc le plus inutile et iatrogène qui existe !

Soit on met en place de VRAIES techniques de nutrition et d’hydratation soit on fait rien et on accepte la fin de vie !",healthy,positive
790,"Accès aux services publics, à l’eau et à l’alimentation... 
 
Mayotte était en crise bien avant le cyclone Chido. 
 
La reconstruction ne doit pas se concentrer sur les dégâts du cyclone mais permettre aux mahorais une égalité de traitement avec nos concitoyens d'hexagone. https://t.co/dv91H2Ia2g","Accès aux services publics, à l’eau et à l’alimentation... 
 
Mayotte était en crise bien avant le cyclone Chido. 
 
La reconstruction ne doit pas se concentrer sur les dégâts du cyclone mais permettre aux mahorais une égalité de traitement avec nos concitoyens d'hexagone. https://t.co/dv91H2Ia2g",mix,negative
791,J'sais pas quoi dire https://t.co/tt1VZR3Kw1,J'sais pas quoi dire https://t.co/tt1VZR3Kw1,mix,negative
792,"Insupportable 
Les témoins bande de lâches","Insupportable 
Les témoins bande de lâches",mix,negative
793,"@ikigatanyakazi Voici quelques explications plausibles 

1.  Nutrition améliorée: L'accès à une alimentation équilibrée et riche en nutriments est crucial pour le développement physique. Les améliorations dans la disponibilité et la qualité de la nourriture au fil du temps ont certainement","@ikigatanyakazi Voici quelques explications plausibles 

1.  Nutrition améliorée: L'accès à une alimentation équilibrée et riche en nutriments est crucial pour le développement physique. Les améliorations dans la disponibilité et la qualité de la nourriture au fil du temps ont certainement",healthy,positive
794,"Parce que rien n’est 100% efficace pour prévenir les maladies malheureusement : ni l’alimentation, ni l’hygiène  de vie, ni les vaccins. Il faut additionner ces différents facteurs pour en maximiser l’efficacité !","Parce que rien n’est 100% efficace pour prévenir les maladies malheureusement : ni l’alimentation, ni l’hygiène  de vie, ni les vaccins. Il faut additionner ces différents facteurs pour en maximiser l’efficacité !",mix,negative
795,"Santé • Spécialiste de la nutrition clinique, La Picorée vient de lever 460K€ auprès de @AngelsMelies et d'autres investisseurs. Par effet de levier, elle vise les 800K€. La start-up veut redonner le goût de s’alimenter aux personnes dénutries.
Communiqué en commentaire ⤵️ https://t.co/ynPBDZxokE","Santé • Spécialiste de la nutrition clinique, La Picorée vient de lever 460K€ auprès de @AngelsMelies et d'autres investisseurs. Par effet de levier, elle vise les 800K€. La start-up veut redonner le goût de s’alimenter aux personnes dénutries.
Communiqué en commentaire ⤵️ https://t.co/ynPBDZxokE",healthy,positive
796,"- Et le bonus alimentation car si l'enfant de plus de 18 mois ne boit presque plus, il faut consulter (s'il ne mange pas mais s'hydrate, pas grave).
Pour les bébés, plus de 2 biberons pris à moins de 50%, on consulte ! 
La déshydratation est aussi une complication.

/14","- Et le bonus alimentation car si l'enfant de plus de 18 mois ne boit presque plus, il faut consulter (s'il ne mange pas mais s'hydrate, pas grave).
Pour les bébés, plus de 2 biberons pris à moins de 50%, on consulte ! 
La déshydratation est aussi une complication.

/14",mix,negative
797,"💦 REMISE EN SERVICE DE LA STATION D'EAU POTABLE DE BERTOUA :

En images, le retour de l'alimentation en eau potable dans plusieurs ménages au terme d'intenses travaux de réhabilitation... https://t.co/OFXaMP3ZM6","💦 REMISE EN SERVICE DE LA STATION D'EAU POTABLE DE BERTOUA :

En images, le retour de l'alimentation en eau potable dans plusieurs ménages au terme d'intenses travaux de réhabilitation... https://t.co/OFXaMP3ZM6",mix,neutral
798,"🍽️ Pour @PatientsComPaRe, notre premier article sur l’alimentation dans la dépression. Les suivants arrivent bientôt !
https://t.co/t11mJy9TeI
@ChevanceAstrid https://t.co/6zjBrfxB5f","🍽️ Pour @PatientsComPaRe, notre premier article sur l’alimentation dans la dépression. Les suivants arrivent bientôt !
https://t.co/t11mJy9TeI
@ChevanceAstrid https://t.co/6zjBrfxB5f",mix,positive
799,"📣 Fin mars, la 🇫🇷 accueillera le Sommet Nutrition for Growth #N4GParis, une opportunité unique de lutter contre la #malnutrition dans le 🌍
👉 À cette occasion, 11 ONG appellent la France à des engagements ambitieux : 1,5 milliard d'euros sur la période 2025-2030
⬇️⬇️⬇️","📣 Fin mars, la 🇫🇷 accueillera le Sommet Nutrition for Growth #N4GParis, une opportunité unique de lutter contre la #malnutrition dans le 🌍
👉 À cette occasion, 11 ONG appellent la France à des engagements ambitieux : 1,5 milliard d'euros sur la période 2025-2030
⬇️⬇️⬇️",healthy,positive
800,"Au lieu de réduire son alimentation et aller au sport, vous préférez la facilité avec des anneaux gastriques et des médocs, tout laisse !","Au lieu de réduire son alimentation et aller au sport, vous préférez la facilité avec des anneaux gastriques et des médocs, tout laisse !",healthy,negative
801,"✨ Dans quelques jours, retrouvez le nouveau livre du Dr Frédéric Saldmann, ""Votre avenir sur ordonnance"", en poche chez Pocket !

Vous y découvrirez comment un simple changement dans votre alimentation peut révolutionner votre santé... 📚 Rendez-vous le 16 janvier en librairie ! https://t.co/a3264zoana","✨ Dans quelques jours, retrouvez le nouveau livre du Dr Frédéric Saldmann, ""Votre avenir sur ordonnance"", en poche chez Pocket !

Vous y découvrirez comment un simple changement dans votre alimentation peut révolutionner votre santé... 📚 Rendez-vous le 16 janvier en librairie ! https://t.co/a3264zoana",mix,positive
802,"🟢🥦 À partir de septembre 2025, 30 collèges de la Métropole de Lyon bénéficieront de 75 % de produits biologiques dans leurs cantines grâce à nos nouveaux marchés publics !

Un engagement pour une alimentation locale, durable et respectueuse de la santé de nos jeunes. 🍽️ https://t.co/2FuBFqEtbQ","🟢🥦 À partir de septembre 2025, 30 collèges de la Métropole de Lyon bénéficieront de 75 % de produits biologiques dans leurs cantines grâce à nos nouveaux marchés publics !

Un engagement pour une alimentation locale, durable et respectueuse de la santé de nos jeunes. 🍽️ https://t.co/2FuBFqEtbQ",mix,positive
803,"Il n'est pas trop tard pour relever le défi du #Veganuary, pour les animaux, l'environnement et la santé ! 🥦💚

PETA vous aide à faire vos premiers pas dans cette nouvelle alimentation. 🐾👉 https://t.co/lbFsr27bjE
https://t.co/BIdLIEUkgO","Il n'est pas trop tard pour relever le défi du #Veganuary, pour les animaux, l'environnement et la santé ! 🥦💚

PETA vous aide à faire vos premiers pas dans cette nouvelle alimentation. 🐾👉 https://t.co/lbFsr27bjE
https://t.co/BIdLIEUkgO",mix,positive
804,"Je lui dis que tous les jours je me tue a la salle et ensuite que je fume un demi paquet avec quelques verres d’alcool  ? 

Sans compter l’alimentation de doberman… https://t.co/kT61dbbdBQ","Je lui dis que tous les jours je me tue a la salle et ensuite que je fume un demi paquet avec quelques verres d’alcool  ? 

Sans compter l’alimentation de doberman… https://t.co/kT61dbbdBQ",mix,negative
805,"Leur courage et leur détermination méritent bien plus qu’un simple soutien virtuel. Pour garantir leur réussite sur le terrain, il est essentiel de répondre à leurs besoins fondamentaux : de meilleures conditions de vie, des salaires justes, une alimentation de qualité etc…","Leur courage et leur détermination méritent bien plus qu’un simple soutien virtuel. Pour garantir leur réussite sur le terrain, il est essentiel de répondre à leurs besoins fondamentaux : de meilleures conditions de vie, des salaires justes, une alimentation de qualité etc…",mix,positive
806,"Titre-restaurant 
Titre-alimentation
Titre-eau
Titre-air

Crédit social ?!

Bientôt le Titre-droit de vivre ?!

Rendez l’argent aux salariés","Titre-restaurant 
Titre-alimentation
Titre-eau
Titre-air

Crédit social ?!

Bientôt le Titre-droit de vivre ?!

Rendez l’argent aux salariés",mix,negative
807,"@barkettedelulu C’est une maladie qui nécessite un traitement et de l’hydratation sinon ça s’aggrave et donc les enfants qui l’ont en contexte génocidaire avec blocage de l’accès aux soins et à l’hygiène même basique, se retrouvent avec des formes très graves. Israël bloque évidemment tout.","@barkettedelulu C’est une maladie qui nécessite un traitement et de l’hydratation sinon ça s’aggrave et donc les enfants qui l’ont en contexte génocidaire avec blocage de l’accès aux soins et à l’hygiène même basique, se retrouvent avec des formes très graves. Israël bloque évidemment tout.",mix,negative
808,"La Russie utilise des navires « commerciaux » pour saboter les câbles sous-marins d’alimentation et de télécommunication en Europe. 

« Il faut négocier la paix avec la Russie »

Non, il faut décapiter cette dictature et rétablir l'ordre.","La Russie utilise des navires « commerciaux » pour saboter les câbles sous-marins d’alimentation et de télécommunication en Europe. 

« Il faut négocier la paix avec la Russie »

Non, il faut décapiter cette dictature et rétablir l'ordre.",mix,negative
